ViPhOG	Best_taxon	Rank	Max_evalue
ViPhOG13071	Schizotequatrovirus	Genus	3.3e-41
ViPhOG3540	Avipoxvirus	Genus	3e-52
ViPhOG26425	Vidavervirus	Genus	1.8e-46
ViPhOG18880	Alphabaculovirus	Genus	0.00023
ViPhOG25636	Betaentomopoxvirus	Genus	2.5e-34
ViPhOG19248	Pandoravirus	Genus	4.5e-83
ViPhOG22329	Prunevirus	Genus	4.7e-26
ViPhOG14522	Timquatrovirus	Genus	3.5e-60
ViPhOG22125	Cyprinivirus	Genus	2.3e-33
ViPhOG25858	Betaentomopoxvirus	Genus	4.6e-29
ViPhOG18322	Proboscivirus	Genus	3.4e-16
ViPhOG18598	Siminovitchvirus	Genus	1.1e-46
ViPhOG18303	Proboscivirus	Genus	9.9e-17
ViPhOG16354	Rhadinovirus	Genus	1.2e-51
ViPhOG18297	Proboscivirus	Genus	2.1e-73
ViPhOG27943	Barnyardvirus	Genus	4.5e-40
ViPhOG18636	Siminovitchvirus	Genus	3.5e-50
ViPhOG18309	Proboscivirus	Genus	2.9e-23
ViPhOG29322	Homburgvirus	Genus	2.2e-81
ViPhOG29272	Inhavirus	Genus	2.3e-35
ViPhOG19218	Pandoravirus	Genus	1e-99
ViPhOG23909	Emdodecavirus	Genus	2.2e-62
ViPhOG20031	Marseillevirus	Genus	3e-22
ViPhOG19546	Pandoravirus	Genus	1.9e-19
ViPhOG25448	Fromanvirus	Genus	0.00016
ViPhOG3383	Felispumavirus	Genus	1.1e-143
ViPhOG16286	Alphabaculovirus	Genus	4.5e-16
ViPhOG30194	Ithacavirus	Genus	3.2e-41
ViPhOG4406	Cyprinivirus	Genus	1e-107
ViPhOG15305	Mimivirus	Genus	9.4e-29
ViPhOG21817	Cyprinivirus	Genus	3.7e-128
ViPhOG23478	Gordtnkvirus	Genus	9e-55
ViPhOG10350	Firehammervirus	Genus	1.1e-25
ViPhOG12059	Bruynoghevirus	Genus	2.8e-49
ViPhOG2709	Whispovirus	Genus	2e-53
ViPhOG19156	Pandoravirus	Genus	3.9e-05
ViPhOG19059	Pandoravirus	Genus	2.8e-06
ViPhOG19188	Pandoravirus	Genus	7.3e-113
ViPhOG18962	Pandoravirus	Genus	4.4e-115
ViPhOG2848	Whispovirus	Genus	5.8e-56
ViPhOG27997	Barnyardvirus	Genus	6.9e-44
ViPhOG30725	Homburgvirus	Genus	7.3e-21
ViPhOG2627	Whispovirus	Genus	1.5e-74
ViPhOG2608	Whispovirus	Genus	1.5e-44
ViPhOG27811	Betalipothrixvirus	Genus	6.2e-32
ViPhOG2716	Whispovirus	Genus	6.4e-52
ViPhOG17544	Mimivirus	Genus	8e-38
ViPhOG30859	Helsingorvirus	Genus	7.1e-21
ViPhOG28858	Seunavirus	Genus	1.1e-35
ViPhOG2339	Whispovirus	Genus	6.8e-132
ViPhOG25885	Betaentomopoxvirus	Genus	4.1e-78
ViPhOG26963	Lessievirus	Genus	3.4e-23
ViPhOG22501	Percavirus	Genus	5.1e-153
ViPhOG10177	Eragrovirus	Genus	6.7e-26
ViPhOG21021	Agatevirus	Genus	2e-89
ViPhOG21941	Corndogvirus	Genus	5.9e-54
ViPhOG18924	Pandoravirus	Genus	3.2e-143
ViPhOG18567	Siminovitchvirus	Genus	2.7e-33
ViPhOG18987	Pandoravirus	Genus	5.3e-59
ViPhOG2864	Whispovirus	Genus	1.9e-53
ViPhOG15523	Mimivirus	Genus	1.3e-39
ViPhOG17823	Mimivirus	Genus	1.8e-48
ViPhOG16217	Schizotequatrovirus	Genus	3.4e-74
ViPhOG19230	Pandoravirus	Genus	2.1e-45
ViPhOG22840	Muromegalovirus	Genus	1.3e-45
ViPhOG24017	Emdodecavirus	Genus	4.2e-64
ViPhOG17275	Panicovirus	Genus	3.9e-19
ViPhOG17458	Mimivirus	Genus	2.7e-09
ViPhOG27273	Phietavirus	Genus	3.9e-36
ViPhOG17822	Mimivirus	Genus	1.3e-37
ViPhOG30641	Betaentomopoxvirus	Genus	1.6e-28
ViPhOG18285	Proboscivirus	Genus	3e-105
ViPhOG23103	Kuravirus	Genus	3.4e-20
ViPhOG18969	Pandoravirus	Genus	5.6e-09
ViPhOG12070	Alphabaculovirus	Genus	1.8e-37
ViPhOG17274	Panicovirus	Genus	2.4e-07
ViPhOG19097	Pandoravirus	Genus	4.5e-95
ViPhOG18317	Proboscivirus	Genus	0.00048
ViPhOG6451	Alphatectivirus	Genus	0.0
ViPhOG19286	Pandoravirus	Genus	9.4e-30
ViPhOG19784	Triavirus	Genus	1.1e-97
ViPhOG18609	Siminovitchvirus	Genus	9.6e-54
ViPhOG715	Metapneumovirus	Genus	1.9e-81
ViPhOG19180	Pandoravirus	Genus	2.8e-105
ViPhOG9060	Macavirus	Genus	1.9e-96
ViPhOG25722	Avipoxvirus	Genus	2.3e-42
ViPhOG29342	Homburgvirus	Genus	5.9e-43
ViPhOG20640	Alphabaculovirus	Genus	2e-38
ViPhOG30647	Betaentomopoxvirus	Genus	6.8e-130
ViPhOG29294	Homburgvirus	Genus	1.6e-81
ViPhOG19103	Pandoravirus	Genus	4.8e-28
ViPhOG11772	Aviadenovirus	Genus	7.3e-36
ViPhOG18966	Pandoravirus	Genus	1.3e-97
ViPhOG23293	Slashvirus	Genus	1.6e-65
ViPhOG19275	Pandoravirus	Genus	4.9e-60
ViPhOG19091	Pandoravirus	Genus	2.4e-135
ViPhOG12968	Schizotequatrovirus	Genus	7.9e-19
ViPhOG27267	Phietavirus	Genus	1.5e-25
ViPhOG2619	Whispovirus	Genus	6.3e-33
ViPhOG19088	Pandoravirus	Genus	1.3e-114
ViPhOG11461	Betabaculovirus	Genus	1.5e-21
ViPhOG17183	Alphabaculovirus	Genus	6e-44
ViPhOG12998	Schizotequatrovirus	Genus	2.8e-77
ViPhOG23287	Slashvirus	Genus	1.8e-51
ViPhOG19220	Pandoravirus	Genus	5.6e-174
ViPhOG11278	Unaquatrovirus	Genus	2.1e-35
ViPhOG27516	Chloriridovirus	Genus	3e-34
ViPhOG19276	Pandoravirus	Genus	1.4e-89
ViPhOG19414	Pandoravirus	Genus	5.1e-39
ViPhOG23432	Gordtnkvirus	Genus	1.5e-78
ViPhOG19604	Pandoravirus	Genus	5.2e-120
ViPhOG19698	Luzseptimavirus	Genus	7.2e-21
ViPhOG6469	Alphatectivirus	Genus	6.6e-55
ViPhOG28756	Chloriridovirus	Genus	1.8e-161
ViPhOG30656	Betaentomopoxvirus	Genus	3.8e-07
ViPhOG6462	Alphatectivirus	Genus	1.2e-30
ViPhOG22183	Betabaculovirus	Genus	9.7e-29
ViPhOG28816	Seunavirus	Genus	1.4e-30
ViPhOG23999	Emdodecavirus	Genus	1.6e-06
ViPhOG27745	Betalipothrixvirus	Genus	6.1e-34
ViPhOG16242	Mastadenovirus	Genus	6.4e-07
ViPhOG19027	Pandoravirus	Genus	2.8e-91
ViPhOG2617	Whispovirus	Genus	1.4e-51
ViPhOG9392	Mardivirus	Genus	3.3e-53
ViPhOG16211	Schizotequatrovirus	Genus	2.4e-39
ViPhOG8449	Megalocytivirus	Genus	6.1e-32
ViPhOG19067	Pandoravirus	Genus	8.4e-13
ViPhOG23852	Kochikohdavirus	Genus	1.5e-64
ViPhOG19431	Pandoravirus	Genus	5.1e-78
ViPhOG10352	Firehammervirus	Genus	1.3e-54
ViPhOG19010	Pandoravirus	Genus	2.7e-27
ViPhOG23846	Kochikohdavirus	Genus	7.8e-59
ViPhOG30941	Bequatrovirus	Genus	4.8e-25
ViPhOG19528	Pandoravirus	Genus	4.1e-38
ViPhOG14929	Mastadenovirus	Genus	8.9e-26
ViPhOG27125	Nucleorhabdovirus	Genus	6.1e-114
ViPhOG23943	Emdodecavirus	Genus	5.7e-35
ViPhOG19025	Pandoravirus	Genus	6.7e-33
ViPhOG4385	Cyprinivirus	Genus	5.5e-13
ViPhOG20038	Marseillevirus	Genus	4.2e-11
ViPhOG24594	Slopekvirus	Genus	5.3e-21
ViPhOG22159	Betabaculovirus	Genus	1.4e-52
ViPhOG29349	Homburgvirus	Genus	5.7e-26
ViPhOG23060	Kuravirus	Genus	6.5e-40
ViPhOG17196	Alphabaculovirus	Genus	1.6e-70
ViPhOG22019	Badnavirus	Genus	4e-45
ViPhOG9840	Leporipoxvirus	Genus	3.2e-17
ViPhOG16179	Fromanvirus	Genus	2.7e-30
ViPhOG23931	Emdodecavirus	Genus	2.2e-48
ViPhOG23843	Kochikohdavirus	Genus	1.4e-69
ViPhOG17693	Mimivirus	Genus	7.1e-34
ViPhOG18961	Pandoravirus	Genus	1.3e-58
ViPhOG29374	Homburgvirus	Genus	2.6e-54
ViPhOG19107	Pandoravirus	Genus	1.6e-60
ViPhOG29345	Homburgvirus	Genus	2.9e-62
ViPhOG20820	Gammacoronavirus	Genus	1.3e-128
ViPhOG29308	Homburgvirus	Genus	8.4e-82
ViPhOG29307	Homburgvirus	Genus	8.5e-96
ViPhOG19096	Pandoravirus	Genus	6.3e-29
ViPhOG19225	Pandoravirus	Genus	9.7e-151
ViPhOG14806	Mardivirus	Genus	1.5e-78
ViPhOG2693	Whispovirus	Genus	3.8e-55
ViPhOG25099	Chlorovirus	Genus	2.4e-28
ViPhOG19241	Pandoravirus	Genus	1.5e-54
ViPhOG10129	Cytomegalovirus	Genus	5e-54
ViPhOG25637	Betaentomopoxvirus	Genus	2.1e-98
ViPhOG17156	Alphabaculovirus	Genus	1.3e-26
ViPhOG23835	Kochikohdavirus	Genus	5.1e-31
ViPhOG23422	Gordtnkvirus	Genus	8.9e-24
ViPhOG19491	Pandoravirus	Genus	1.2e-26
ViPhOG19545	Pandoravirus	Genus	1.9e-08
ViPhOG3187	Alphabaculovirus	Genus	1.8e-134
ViPhOG29359	Homburgvirus	Genus	2.4e-60
ViPhOG18294	Proboscivirus	Genus	4.4e-51
ViPhOG20332	Marseillevirus	Genus	2e-45
ViPhOG27531	Pbi1virus	Genus	1.5e-49
ViPhOG29327	Homburgvirus	Genus	3.7e-59
ViPhOG24107	Emdodecavirus	Genus	9.3e-44
ViPhOG19554	Pandoravirus	Genus	1.3e-50
ViPhOG19294	Pandoravirus	Genus	1.6e-58
ViPhOG24543	Moonvirus	Genus	3.4e-58
ViPhOG29155	Certrevirus	Genus	6.3e-35
ViPhOG24023	Emdodecavirus	Genus	1.7e-59
ViPhOG18361	Proboscivirus	Genus	3.5e-18
ViPhOG26948	Lessievirus	Genus	6.5e-44
ViPhOG19170	Pandoravirus	Genus	2.3e-28
ViPhOG23863	Kochikohdavirus	Genus	2.9e-62
ViPhOG9957	Bernalvirus	Genus	6.4e-51
ViPhOG20132	Marseillevirus	Genus	3.5e-18
ViPhOG19620	Pandoravirus	Genus	3e-28
ViPhOG14314	Cheoctovirus	Genus	8.3e-59
ViPhOG30261	Alcyoneusvirus	Genus	3.9e-50
ViPhOG23125	Kochikohdavirus	Genus	1.8e-49
ViPhOG10756	Ostreavirus	Genus	4e-241
ViPhOG4405	Cyprinivirus	Genus	0.0
ViPhOG29119	Certrevirus	Genus	2.2e-06
ViPhOG27538	Tulanevirus	Genus	6.1e-05
ViPhOG9403	Mardivirus	Genus	7.1e-54
ViPhOG10751	Ostreavirus	Genus	1.5e-129
ViPhOG15648	Iltovirus	Genus	3.6e-36
ViPhOG19108	Pandoravirus	Genus	4.6e-73
ViPhOG20947	Dependoparvovirus	Genus	6e-49
ViPhOG2649	Whispovirus	Genus	1.6e-73
ViPhOG25790	Betabaculovirus	Genus	1.1e-34
ViPhOG2921	Whispovirus	Genus	2.1e-59
ViPhOG23870	Kochikohdavirus	Genus	5.3e-59
ViPhOG994	Kafunavirus	Genus	3.1e-95
ViPhOG19400	Pandoravirus	Genus	2.4e-09
ViPhOG26586	Krischvirus	Genus	5.7e-29
ViPhOG23353	Nonagvirus	Genus	2.2e-30
ViPhOG30830	Helsingorvirus	Genus	4e-39
ViPhOG2867	Whispovirus	Genus	1.5e-43
ViPhOG30712	Ithacavirus	Genus	2.6e-19
ViPhOG29329	Homburgvirus	Genus	6.5e-29
ViPhOG23461	Gordtnkvirus	Genus	3.5e-83
ViPhOG4241	Cyprinivirus	Genus	3.1e-11
ViPhOG19060	Pandoravirus	Genus	7.6e-75
ViPhOG18270	Dyophipapillomavirus	Genus	1.1e-44
ViPhOG19391	Pandoravirus	Genus	1.4e-22
ViPhOG28747	Chloriridovirus	Genus	1.6e-39
ViPhOG10297	Vhmlvirus	Genus	1.5e-79
ViPhOG19129	Pandoravirus	Genus	3.3e-64
ViPhOG23745	Emdodecavirus	Genus	2.5e-07
ViPhOG18957	Pandoravirus	Genus	7.3e-82
ViPhOG2875	Whispovirus	Genus	2.5e-47
ViPhOG19533	Pandoravirus	Genus	1.2e-78
ViPhOG10325	Firehammervirus	Genus	1.3e-45
ViPhOG20455	Marseillevirus	Genus	3.8e-105
ViPhOG14812	Mardivirus	Genus	8.8e-239
ViPhOG27010	Avipoxvirus	Genus	1.4e-14
ViPhOG26631	Krischvirus	Genus	1.1e-30
ViPhOG27456	Chloriridovirus	Genus	1.8e-44
ViPhOG6460	Alphatectivirus	Genus	8.7e-35
ViPhOG2623	Whispovirus	Genus	1.2e-52
ViPhOG10381	Firehammervirus	Genus	7.6e-79
ViPhOG18626	Siminovitchvirus	Genus	9.7e-38
ViPhOG1491	Orthopoxvirus	Genus	2e-05
ViPhOG26031	Chloriridovirus	Genus	2.6e-64
ViPhOG22514	Tequintavirus	Genus	6.5e-13
ViPhOG24104	Emdodecavirus	Genus	1.4e-60
ViPhOG23862	Kochikohdavirus	Genus	3.4e-35
ViPhOG10443	Firehammervirus	Genus	2.7e-39
ViPhOG20620	Deltapolyomavirus	Genus	1.3e-27
ViPhOG2920	Whispovirus	Genus	9.3e-53
ViPhOG29115	Certrevirus	Genus	1.1e-33
ViPhOG26642	Krischvirus	Genus	2.3e-39
ViPhOG4297	Cyprinivirus	Genus	6.9e-71
ViPhOG30847	Helsingorvirus	Genus	3.1e-64
ViPhOG27995	Barnyardvirus	Genus	3e-81
ViPhOG23848	Kochikohdavirus	Genus	1.1e-43
ViPhOG29316	Homburgvirus	Genus	1e-41
ViPhOG21757	Pecentumvirus	Genus	1.8e-64
ViPhOG19176	Pandoravirus	Genus	7.2e-226
ViPhOG26094	Betalipothrixvirus	Genus	3.1e-30
ViPhOG20156	Marseillevirus	Genus	9.5e-07
ViPhOG11784	Muromegalovirus	Genus	7.6e-28
ViPhOG28752	Chloriridovirus	Genus	7.4e-26
ViPhOG18366	Proboscivirus	Genus	6.4e-16
ViPhOG18546	Siminovitchvirus	Genus	5.6e-76
ViPhOG27949	Barnyardvirus	Genus	1.4e-49
ViPhOG10768	Rhadinovirus	Genus	6.5e-05
ViPhOG26394	Vidavervirus	Genus	5.1e-42
ViPhOG19246	Pandoravirus	Genus	1.5e-45
ViPhOG17135	Alphabaculovirus	Genus	2e-51
ViPhOG19377	Pandoravirus	Genus	1.7e-193
ViPhOG29336	Homburgvirus	Genus	1.2e-103
ViPhOG9052	Macavirus	Genus	7.5e-22
ViPhOG4340	Cyprinivirus	Genus	5.7e-52
ViPhOG18986	Pandoravirus	Genus	4.2e-115
ViPhOG13261	Phikzvirus	Genus	1.3e-93
ViPhOG19270	Pandoravirus	Genus	1.9e-68
ViPhOG27250	Silviavirus	Genus	1.2e-48
ViPhOG25840	Betaentomopoxvirus	Genus	3.5e-73
ViPhOG20989	Agatevirus	Genus	1.3e-50
ViPhOG27483	Chloriridovirus	Genus	1.1e-87
ViPhOG29120	Certrevirus	Genus	2.1e-11
ViPhOG27299	Alphasphaerolipovirus	Genus	1.6e-49
ViPhOG6461	Alphatectivirus	Genus	5.7e-29
ViPhOG27014	Avipoxvirus	Genus	4.8e-12
ViPhOG30728	Homburgvirus	Genus	7.1e-26
ViPhOG27406	Yuavirus	Genus	3.4e-52
ViPhOG1418	Rhadinovirus	Genus	6.5e-50
ViPhOG10377	Firehammervirus	Genus	1.5e-47
ViPhOG19068	Pandoravirus	Genus	7.6e-157
ViPhOG22436	Alphabaculovirus	Genus	2.7e-80
ViPhOG2853	Whispovirus	Genus	2.2e-46
ViPhOG19341	Pandoravirus	Genus	1.2e-56
ViPhOG24519	Pagevirus	Genus	2e-37
ViPhOG2642	Whispovirus	Genus	3e-42
ViPhOG22496	Percavirus	Genus	6e-26
ViPhOG31110	Bastillevirus	Genus	4.9e-45
ViPhOG28004	Barnyardvirus	Genus	5.2e-09
ViPhOG27801	Betalipothrixvirus	Genus	2.9e-26
ViPhOG19315	Pandoravirus	Genus	7.9e-101
ViPhOG20448	Marseillevirus	Genus	0.0001
ViPhOG27664	Chlorovirus	Genus	1.2e-06
ViPhOG8388	Orthopneumovirus	Genus	2.2e-39
ViPhOG2773	Whispovirus	Genus	2e-100
ViPhOG19976	Saphexavirus	Genus	2.6e-36
ViPhOG29311	Homburgvirus	Genus	5.7e-57
ViPhOG8380	Lentivirus	Genus	2.2e-28
ViPhOG10474	Firehammervirus	Genus	1.7e-43
ViPhOG19013	Pandoravirus	Genus	5.8e-194
ViPhOG18963	Pandoravirus	Genus	2.7e-97
ViPhOG19077	Pandoravirus	Genus	1.8e-27
ViPhOG11743	Aviadenovirus	Genus	1.5e-71
ViPhOG25838	Betaentomopoxvirus	Genus	1.8e-48
ViPhOG19085	Pandoravirus	Genus	9.3e-16
ViPhOG23875	Kochikohdavirus	Genus	0.0
ViPhOG19039	Pandoravirus	Genus	1.7e-70
ViPhOG19332	Pandoravirus	Genus	3.8e-62
ViPhOG27991	Barnyardvirus	Genus	9.1e-63
ViPhOG25775	Betabaculovirus	Genus	5.2e-75
ViPhOG21213	Mimivirus	Genus	0.00029
ViPhOG16504	Alphabaculovirus	Genus	2.8e-19
ViPhOG18932	Pandoravirus	Genus	1.6e-49
ViPhOG6448	Alphatectivirus	Genus	1.6e-57
ViPhOG19131	Pandoravirus	Genus	3.8e-17
ViPhOG15657	Iltovirus	Genus	4.9e-44
ViPhOG17043	Ascovirus	Genus	2.4e-55
ViPhOG13866	Saphexavirus	Genus	4.3e-62
ViPhOG18072	Andromedavirus	Genus	6.3e-20
ViPhOG6468	Alphatectivirus	Genus	3.2e-34
ViPhOG15383	Mimivirus	Genus	2.8e-10
ViPhOG12732	Mastadenovirus	Genus	4.1e-17
ViPhOG3781	Asfivirus	Genus	3.4e-95
ViPhOG15150	Mimivirus	Genus	5.1e-08
ViPhOG17452	Mimivirus	Genus	6.6e-12
ViPhOG30009	Phicbkvirus	Genus	4.9e-41
ViPhOG23468	Gordtnkvirus	Genus	5.1e-119
ViPhOG19523	Pandoravirus	Genus	1e-148
ViPhOG30203	Tequatrovirus	Genus	2.6e-26
ViPhOG11471	Betabaculovirus	Genus	7.9e-05
ViPhOG29905	Phicbkvirus	Genus	2.1e-73
ViPhOG25753	Betabaculovirus	Genus	4.1e-08
ViPhOG30106	Phicbkvirus	Genus	3e-90
ViPhOG19595	Pandoravirus	Genus	6.1e-210
ViPhOG6911	Mimivirus	Genus	9.7e-19
ViPhOG11477	Betabaculovirus	Genus	3e-33
ViPhOG13461	Asteriusvirus	Genus	4.1e-37
ViPhOG17754	Varicellovirus	Genus	1.2e-18
ViPhOG8865	Cytomegalovirus	Genus	1.2e-11
ViPhOG3946	Carlavirus	Genus	4.3e-24
ViPhOG3894	Asfivirus	Genus	2.9e-33
ViPhOG11680	Muromegalovirus	Genus	7.2e-05
ViPhOG23068	Kuravirus	Genus	1.2e-27
ViPhOG2274	Whispovirus	Genus	7.4e-36
ViPhOG7828	Mimivirus	Genus	3.7e-50
ViPhOG11787	Muromegalovirus	Genus	5.6e-24
ViPhOG24883	Nankokuvirus	Genus	3e-41
ViPhOG7611	Mimivirus	Genus	2.3e-33
ViPhOG4221	Cyprinivirus	Genus	4.5e-17
ViPhOG16854	Teseptimavirus	Genus	5.4e-10
ViPhOG19758	Fromanvirus	Genus	4.2e-25
ViPhOG297	Waikavirus	Genus	1.5e-26
ViPhOG2392	Whispovirus	Genus	2.3e-136
ViPhOG7519	Mimivirus	Genus	5.8e-21
ViPhOG10199	Badnavirus	Genus	1.8e-25
ViPhOG3757	Asfivirus	Genus	1.1e-23
ViPhOG2330	Whispovirus	Genus	3.8e-199
ViPhOG1632	Orthopoxvirus	Genus	4e-49
ViPhOG4039	Muromegalovirus	Genus	2.6e-35
ViPhOG8077	Mimivirus	Genus	0.00099
ViPhOG25605	Lomovskayavirus	Genus	7.4e-31
ViPhOG1674	Orthopoxvirus	Genus	1.8e-49
ViPhOG30008	Phicbkvirus	Genus	1.2e-14
ViPhOG20236	Marseillevirus	Genus	3.6e-07
ViPhOG17781	Mimivirus	Genus	4e-49
ViPhOG7131	Mimivirus	Genus	4.1e-72
ViPhOG15340	Mimivirus	Genus	5.3e-17
ViPhOG20045	Marseillevirus	Genus	4e-06
ViPhOG24579	Slopekvirus	Genus	9e-45
ViPhOG9835	Mardivirus	Genus	0.0
ViPhOG2155	Whispovirus	Genus	1.4e-107
ViPhOG20093	Marseillevirus	Genus	4.1e-82
ViPhOG13161	Mimivirus	Genus	1.7e-06
ViPhOG28802	Seunavirus	Genus	4.1e-25
ViPhOG28086	Dhillonvirus	Genus	1.4e-17
ViPhOG1710	Orthopoxvirus	Genus	2.4e-09
ViPhOG13058	Schizotequatrovirus	Genus	8.8e-57
ViPhOG11233	Parapoxvirus	Genus	5.9e-42
ViPhOG7650	Mimivirus	Genus	4.2e-43
ViPhOG8791	Pecentumvirus	Genus	2e-45
ViPhOG29848	Phicbkvirus	Genus	1.4e-27
ViPhOG15313	Mimivirus	Genus	4.5e-61
ViPhOG7132	Mimivirus	Genus	2.1e-94
ViPhOG18063	Andromedavirus	Genus	2.5e-74
ViPhOG10431	Firehammervirus	Genus	1.5e-96
ViPhOG29429	Bastillevirus	Genus	5.1e-50
ViPhOG23077	Kuravirus	Genus	1.8e-61
ViPhOG24334	Chenonavirus	Genus	1.4e-87
ViPhOG17622	Mimivirus	Genus	1.8e-108
ViPhOG6543	Megalocytivirus	Genus	1.4e-270
ViPhOG2137	Whispovirus	Genus	4.8e-44
ViPhOG19989	Saphexavirus	Genus	2.3e-66
ViPhOG14961	Bixzunavirus	Genus	6.9e-46
ViPhOG22012	Corndogvirus	Genus	7.6e-34
ViPhOG1678	Orthopoxvirus	Genus	4.2e-55
ViPhOG18921	Pandoravirus	Genus	2.2e-52
ViPhOG20194	Marseillevirus	Genus	1.1e-40
ViPhOG18853	Nucleorhabdovirus	Genus	1e-112
ViPhOG26601	Krischvirus	Genus	3.8e-49
ViPhOG19426	Pandoravirus	Genus	1.8e-40
ViPhOG20272	Marseillevirus	Genus	3.3e-53
ViPhOG15680	Iltovirus	Genus	8.9e-43
ViPhOG18511	Siminovitchvirus	Genus	0.0
ViPhOG8851	Alphatrevirus	Genus	9.1e-36
ViPhOG18470	Slashvirus	Genus	2.9e-35
ViPhOG3841	Asfivirus	Genus	5.6e-43
ViPhOG25226	Chlorovirus	Genus	3e-33
ViPhOG21781	Pecentumvirus	Genus	9.1e-37
ViPhOG3599	Rudivirus	Genus	8.2e-18
ViPhOG3770	Asfivirus	Genus	5.6e-35
ViPhOG2220	Whispovirus	Genus	1.6e-101
ViPhOG8101	Mimivirus	Genus	3.1e-27
ViPhOG16362	Rhadinovirus	Genus	3.6e-45
ViPhOG5466	Seunavirus	Genus	1.1e-34
ViPhOG17056	Ascovirus	Genus	2.4e-33
ViPhOG20232	Marseillevirus	Genus	0.0
ViPhOG29923	Phicbkvirus	Genus	2e-65
ViPhOG10554	Fletchervirus	Genus	1.4e-28
ViPhOG16442	Mardivirus	Genus	8e-24
ViPhOG6903	Mimivirus	Genus	4.5e-45
ViPhOG1671	Orthopoxvirus	Genus	9.2e-35
ViPhOG8084	Mimivirus	Genus	8.3e-31
ViPhOG12611	Obolenskvirus	Genus	2.2e-40
ViPhOG14361	Fromanvirus	Genus	1.3e-11
ViPhOG886	Rosenblumvirus	Genus	1.8e-32
ViPhOG3597	Rudivirus	Genus	3.4e-18
ViPhOG30326	Agtrevirus	Genus	7.1e-78
ViPhOG29994	Phicbkvirus	Genus	4.3e-106
ViPhOG22020	Badnavirus	Genus	5.3e-60
ViPhOG2217	Whispovirus	Genus	1.7e-176
ViPhOG9769	Alphabaculovirus	Genus	0.00016
ViPhOG17435	Mimivirus	Genus	7.6e-22
ViPhOG2161	Whispovirus	Genus	1.9e-190
ViPhOG23803	Tinduovirus	Genus	2.8e-37
ViPhOG27726	Pecentumvirus	Genus	3.4e-31
ViPhOG3918	Asfivirus	Genus	2.4e-23
ViPhOG17434	Mimivirus	Genus	3.4e-43
ViPhOG4228	Cyprinivirus	Genus	4.6e-200
ViPhOG4091	Muromegalovirus	Genus	7.3e-48
ViPhOG7560	Mimivirus	Genus	3.7e-49
ViPhOG6951	Mimivirus	Genus	6.1e-179
ViPhOG4317	Cyprinivirus	Genus	7.7e-22
ViPhOG3445	Avipoxvirus	Genus	1.3e-15
ViPhOG24137	Emdodecavirus	Genus	3.6e-28
ViPhOG1301	Mastadenovirus	Genus	7.2e-53
ViPhOG29977	Phicbkvirus	Genus	1.5e-38
ViPhOG22801	Gelderlandvirus	Genus	3.5e-45
ViPhOG18540	Siminovitchvirus	Genus	2.5e-48
ViPhOG16774	Tulanevirus	Genus	3.8e-147
ViPhOG30022	Phicbkvirus	Genus	1.6e-24
ViPhOG29962	Phicbkvirus	Genus	2e-30
ViPhOG14863	Cheoctovirus	Genus	1.3e-21
ViPhOG30136	Chivirus	Genus	6e-32
ViPhOG928	Alphapapillomavirus	Genus	1.6e-24
ViPhOG24529	Karamvirus	Genus	3e-61
ViPhOG11476	Betabaculovirus	Genus	4.7e-06
ViPhOG8693	Pecentumvirus	Genus	6.1e-55
ViPhOG30067	Phicbkvirus	Genus	8.9e-119
ViPhOG10506	Asfivirus	Genus	3e-42
ViPhOG8774	Pecentumvirus	Genus	3.7e-41
ViPhOG15774	Alphabaculovirus	Genus	0.00066
ViPhOG8742	Pecentumvirus	Genus	1.1e-44
ViPhOG3892	Asfivirus	Genus	1.6e-49
ViPhOG23076	Kuravirus	Genus	2.1e-13
ViPhOG15508	Mimivirus	Genus	0.00032
ViPhOG30620	Caeruleovirus	Genus	1.4e-48
ViPhOG11262	Mastadenovirus	Genus	8.3e-22
ViPhOG29921	Phicbkvirus	Genus	9e-115
ViPhOG13817	Webervirus	Genus	2.3e-38
ViPhOG10505	Asfivirus	Genus	1.5e-64
ViPhOG917	Tepovirus	Genus	9.1e-31
ViPhOG22359	Cheoctovirus	Genus	4.3e-19
ViPhOG22388	Enhodamvirus	Genus	3.9e-24
ViPhOG7854	Mimivirus	Genus	2.5e-05
ViPhOG20469	Marseillevirus	Genus	1.7e-11
ViPhOG8303	Mimivirus	Genus	4.7e-40
ViPhOG3909	Asfivirus	Genus	9.8e-48
ViPhOG26662	Krischvirus	Genus	9.9e-38
ViPhOG9410	Mardivirus	Genus	8.2e-15
ViPhOG14146	Omegavirus	Genus	1.3e-09
ViPhOG4149	Muromegalovirus	Genus	2.6e-219
ViPhOG8652	Pecentumvirus	Genus	6.1e-06
ViPhOG2436	Ranavirus	Genus	1.3e-24
ViPhOG12048	Bruynoghevirus	Genus	3.9e-139
ViPhOG29742	Alcyoneusvirus	Genus	1.2e-22
ViPhOG26312	Timquatrovirus	Genus	2.9e-47
ViPhOG3780	Asfivirus	Genus	4e-34
ViPhOG4071	Muromegalovirus	Genus	2.2e-37
ViPhOG24244	Bruynoghevirus	Genus	1.8e-05
ViPhOG15327	Mimivirus	Genus	2.2e-12
ViPhOG20314	Marseillevirus	Genus	1.1e-19
ViPhOG3595	Rudivirus	Genus	5.8e-197
ViPhOG28861	Seunavirus	Genus	3.8e-29
ViPhOG8785	Pecentumvirus	Genus	5.5e-48
